split,stem,tooth_idx,slot,paper_eq1,mask_pca,cej_int_midpoint
train,1085,0,1,2.034045366130601,1.9974245451395953,1.9813997290345613
train,1085,1,1,0.5659246915051876,0.7116120373336926,0.9236825733753173
train,1085,2,1,70.14421929408545,25.103821463240717,58.802130672046715
train,1087,0,0,7.450309451045128,7.765471560021477,7.892899675103923
train,1087,0,1,5.319135305243016,5.27750000952074,5.301091474719859
train,1087,1,0,13.103528919193744,13.596673860712539,13.624842926145128
train,1087,1,1,10.437085371400807,10.466759451533296,10.463694166010773
train,1087,3,1,6.893352841211674,7.13113890468553,7.237271307789395
train,1089,0,1,77.4734993790528,18.900036514978797,62.67101453825927
train,1089,1,0,7.249736276478282,7.5785881093676135,7.587678334212502
train,1089,1,1,8.804968350617072,9.554418397336867,9.540951044724014
train,1090,0,1,55.1302816753676,13.662733802733214,43.03725559978193
train,1090,1,1,37.70983076382595,28.136171866069127,59.88449598879206
train,1090,2,0,18.427691664734095,18.564952714445372,18.540368918215858
train,1090,2,1,8.27568757086826,8.170122933498687,8.147365990368456
train,1090,4,1,8.827825553951438,8.838135958880045,8.830465961179428
train,1092,0,1,3.3616292225629523,3.3574622386571975,3.3628207028071544
train,1092,1,1,6.9451210670525345,6.863905042361979,6.911188255784745
train,1092,2,1,12.118417502041222,12.448655832719737,12.512957649018903
train,1092,3,1,11.145406698671504,11.34544286068936,11.423002946357633
train,1093,1,1,68.94347179237401,26.139972156331424,61.917096724425534
train,1093,2,0,11.452434262238073,11.634423876836797,11.780142199295694
train,1093,2,1,18.160287101684226,17.838902782478804,18.169642330907635
train,1094,0,1,1.30247334229211,1.28026999695501,1.3405325394395806
train,1094,1,1,62.83235854374467,13.500109671942134,38.670095088042466
train,1095,0,0,14.718745821949552,14.40254552607525,14.516750066391445
train,1095,0,1,9.263967118107066,9.23779196642102,9.226699163178072
train,1095,1,1,19.97113909554028,20.025219686853724,19.292869892969108
train,1095,2,1,10.316621792747002,10.624487223078631,10.603991002412672
train,1095,3,0,1.5597470628045753,1.5882558970330498,1.4839047774673113
train,1095,3,1,7.5917635857747605,10.339699947182828,18.72867726250491
train,1096,0,1,6.477239655498732,6.814871954805415,6.997028104574536
train,1096,1,1,4.520989278694993,4.811284634056791,4.819067243415233
train,1099,0,0,5.114470017804567,5.178762924845488,5.187853062323953
train,1099,0,1,4.481947236845672,4.530375217907833,4.524429196041539
train,1099,1,1,,4.687822804564755,
train,1099,3,1,3.6750891478858807,3.627115484846557,3.7354824741093777
train,110,0,1,30.360161941899623,30.950065295023617,31.161065873488404
train,110,1,1,45.77055379697229,47.50485808817791,47.71176472783748
train,110,2,0,47.67629072003827,48.08111182965009,47.860596856740926
train,110,2,1,40.827855166059884,41.7419423679357,42.438500024795104
train,110,3,1,21.26307100973742,22.429270928451032,22.67997241610302
train,110,4,1,32.15947226467376,32.96134827239946,32.81741845935375
train,1100,1,0,0.48008069025389477,0.3892770040857194,2.5560064574918306
train,1100,1,1,1.0355548069490266,0.9241869610190245,1.9493257521674883
train,1100,2,0,1.0540894264949947,1.0284074317157252,0.9263468030427192
train,1100,2,1,3.268328414477179,3.1936109896547764,3.4346074301813148
train,1104,0,1,4.5849790056845325,4.603304950038716,4.687835372101853
train,1104,1,1,7.922705323359478,7.786613170010166,7.912424950328094
train,1104,2,0,13.142863536915117,14.464770902590713,15.480505199831645
train,1104,2,1,12.46592364345035,12.364609857479975,12.418926251638071
train,1104,3,0,14.23364342632301,15.087581607693288,15.240666903192723
train,1104,3,1,21.01905523794019,22.048648099011544,21.872368845923624
train,1105,1,1,7.8213252249941645,7.8749135410512565,7.872409234812094
train,1105,2,1,7.700738686959953,7.726476593325941,7.346159352801412
train,1105,3,0,4.294679491681106,4.466631652786994,4.445042557919086
train,1105,3,1,2.3285986348061707,2.4995980096966095,2.518020278429823
train,1107,1,1,14.495194092272948,15.08411821893311,15.098764361329255
train,1107,2,1,,2.8288456617042557,
train,1107,3,1,1.3455492233234374,1.182014824704373,1.0664669722828388
train,1108,0,1,16.089114207502732,16.199358882909575,16.21247381238894
train,1108,1,1,13.769369960133243,13.812571550457273,13.809792128476332
train,1108,2,1,7.784090517773046,7.680389715150633,7.683097093753203
train,1109,0,0,12.205209655161662,13.042332264366138,13.550502740454986
train,1109,0,1,30.44737304965983,30.17107189347175,30.401612624732827
train,1109,1,1,78.11307661267722,32.200979724298584,65.46663987560703
train,1109,2,0,14.50780756988524,15.214665245578484,15.335758628511865
train,1109,2,1,17.489613534500254,17.53608248595943,17.512368272730995
train,1109,3,1,12.490768672226656,12.498892520252605,12.494325229022436
train,1111,0,1,11.399406453008366,30.975538291203197,45.65537948083171
train,1111,1,0,6.227009122822712,7.116046072959889,9.24463571914739
train,1111,1,1,6.474996152225277,6.46363830037495,7.931928429685499
train,1111,2,0,3.1946375543983816,3.648936799785537,3.85699925502802
train,1111,2,1,48.2019148730981,48.205413682579255,48.200017628949965
train,1114,0,1,15.834191193137737,15.849621952643444,15.848272055126872
train,1114,2,1,11.480872746066757,11.48563508534483,11.308104779805916
train,1114,4,1,11.191315242191193,11.205746370493735,11.26726207335335
train,1115,0,1,11.47754282252519,11.691486180654605,12.025615691653888
train,1115,1,0,15.096863053256785,14.825045931121519,14.983117172700897
train,1115,1,1,14.491545841327518,15.192991392161836,15.765229674284031
train,1115,2,1,11.507012817392662,18.418064785142125,48.78926701570671
train,1115,3,1,14.018554250190753,14.476765098108906,12.412557525859071
train,1116,2,0,3.0398109118915726,2.9693371459641593,3.211604276075701
train,1116,2,1,4.668329348860468,4.880535530794053,5.0739956960825925
train,1116,3,1,7.409398056106976,7.49416406085034,7.502282794240359
train,1117,0,1,17.382952705313688,17.666696389900284,17.622859319192962
train,1117,1,1,100.0,8.04232989988983,77.3207364116941
train,1118,0,1,3.3361379306662697,3.227060012794203,3.1708043995482327
train,1118,1,1,1.9402851097125726,1.9845970883743453,1.939137496983688
train,1118,2,1,39.251179024320635,6.655035673733504,
train,1119,0,1,27.68725460115234,27.59359890862348,27.59216176428008
train,1119,1,0,27.594826394058668,27.393938587969995,27.551391357888843
train,1119,1,1,4.288074224675517,4.426570511331613,4.570112413077755
train,1119,2,1,7.511326748701556,7.721933987215681,7.76701413391141
train,1119,3,1,18.695498063856142,19.15856936582426,19.058993628632127
train,112,0,1,14.766036778379533,15.164053773664143,15.299086881103047
train,112,1,0,12.08393054371637,12.17250999116182,12.316315940059487
train,112,1,1,14.685559713583917,15.421171894054469,15.608370914701464
train,112,2,1,13.580648178137944,14.061080603799955,14.238939072279011
train,112,3,1,24.773733460569336,24.81346201807242,24.786106612982433
train,112,4,1,18.30750344614545,18.181295558553902,18.307503446145482
train,1122,0,1,4.82357463056975,4.869426236145234,4.807201955912565
train,1122,1,1,96.61620985466955,7.740486698273669,80.53157742235398
train,1122,2,0,8.799977645814034,8.974382532557653,8.833875108331444
train,1122,2,1,2.2052002138643987,2.580956228613099,2.774470552538705
train,1122,3,1,15.325570892641005,16.197267737172176,15.738384916876663
train,1125,1,0,3.874361072477258,4.161795149399447,5.5110993191669655
train,1125,1,1,0.30503572080294095,0.36000398888382323,1.150233824738158
train,1126,0,1,7.666335291843571,7.831066150840278,7.932591662180763
train,1126,1,1,7.825416841810289,7.962946577364842,7.855147216849345
train,1126,2,1,14.27718221267979,14.20348638282645,14.261410788381742
train,1128,0,1,5.768006741233907,5.969177287791492,3.6611734766152697
train,1128,1,1,,1.450669429267731,
train,1128,2,1,17.25926047406495,18.03830628257613,18.220633717967974
train,1129,1,1,3.0746194871375234,3.091688534908769,3.0769992888197004
train,1129,2,1,4.692003153623143,4.630864153651329,4.680906994248962
train,1129,3,0,2.743110621885513,2.775322404938806,2.9372239113230965
train,1129,3,1,7.897330141108975,6.981182707430449,8.762307238110239
train,1130,0,1,6.945130468651274,6.944619926563927,6.94497016360604
train,1130,1,0,9.029583133958473,8.99975037615128,9.05331442236142
train,1130,1,1,6.509455919095824,6.530479608346569,6.50686946131056
train,1130,2,1,,3.6515789627039044,
train,1130,4,1,11.036349745662998,11.072392339068264,11.119672280411477
train,1131,0,1,11.243150034664582,11.331539820603068,11.304690377478652
train,1131,1,1,10.24925632299674,10.361695621080754,10.418408240624528
train,1131,2,1,17.493340008594032,17.982111199232513,18.072308507928486
train,1132,0,0,8.07492581949229,7.910534179056003,8.094678279289113
train,1132,0,1,4.5555152589059675,5.2941362457854915,5.988742853471648
train,1132,1,0,5.980397592310494,6.005557922033168,5.984523383095213
train,1132,1,1,8.374886843131234,8.559113523220878,8.699529938783064
train,1132,3,1,9.695680187933082,10.460038531924521,10.937335606189778
train,1133,0,0,18.697682021004844,18.690329007839313,18.691474125932295
train,1133,0,1,11.531638705040452,12.240915614146033,12.268014323710133
train,1133,1,0,8.771670992301397,8.72166714267916,8.771838849051598
train,1133,1,1,8.504982113112119,9.0152291135041,9.316886559063093
train,1134,1,1,8.63185052050212,9.038403460711192,8.875301515993376
train,1134,2,1,14.16724507965752,14.172723482033822,15.08609757542574
train,1134,3,1,11.62227656124898,12.492215594846934,12.978967547856431
train,1135,0,0,7.171550341667128,7.187102389178938,7.189855451447073
train,1135,0,1,7.553893771154422,7.627581705671774,7.621022670236856
train,1135,1,1,8.666637012357528,8.851405666025142,8.825747145919149
train,1135,2,1,88.37273278590324,17.389424720121205,62.567438656224375
train,1136,1,1,4.299760210940781,4.294334102325551,4.298488894486445
train,1136,2,1,13.069954185864702,13.067516692966558,13.071415190568949
train,1139,0,0,14.736279458415504,14.892334673644218,14.872039571850348
train,1139,0,1,16.301892692514325,16.906145519308414,16.964225302818384
train,1139,1,1,95.78072284067196,12.775008081813056,83.71074987141918
train,1139,2,1,14.059880265021036,14.66345999635269,14.904884828644024
train,114,0,1,32.86330955700887,34.25359606965802,34.46261567456776
train,114,1,1,53.65519038005859,55.76339797506007,56.041753822872465
train,114,2,1,59.152771153633886,60.656293503637656,60.306576681890654
train,114,3,1,38.311823600141494,38.40880825149934,39.90312810835424
train,1142,1,1,10.232251169736935,10.386767607692766,10.328221249257238
train,1142,2,1,3.613198087365519,3.979213961805906,4.670050244787461
train,1142,3,0,4.275243002755699,4.463845049182036,4.497506577586821
train,1142,3,1,6.127612428646694,6.011120023589107,6.039735111336793
train,1142,4,1,,5.986836313485654,
train,1145,0,1,6.0605719272312575,5.98379559949052,6.117451888337287
train,1145,1,1,2.164954299700548,2.7629765976725325,4.071635387701705
train,1149,1,1,2.914874552675278,3.2582395161232283,
train,1149,2,1,4.098228747022855,4.210348612024487,4.379872776196931
train,115,0,0,21.408448827850105,21.010055351076698,21.26711425422358
train,115,0,1,14.443660215750558,14.975506183473527,15.187951133077924
train,1150,1,1,11.678708527754722,11.690365705306352,11.68652516227634
train,1150,2,0,5.566461266980971,5.701627861581377,5.7960884898512885
train,1150,2,1,10.998553632479442,11.06538695350913,11.032158015673742
train,1151,0,1,24.339033298740162,24.281502266403805,24.275437083910244
train,1151,1,1,23.465277593255387,22.504374223276997,22.677402120614982
train,1151,2,1,24.38903351418866,25.01852106605169,23.529960700593595
train,1151,3,1,14.577787006341536,14.867035882048848,18.77363487075519
train,1151,4,1,14.863521525210647,16.361981731162327,16.977277303545
train,1152,0,1,69.46323803281015,69.60525110165491,69.96746291609668
train,1152,1,1,56.19406616454182,56.00344287006378,56.08886274348177
train,1152,2,1,66.23888245165894,66.8693564869442,66.945425117663
train,1152,3,1,62.788771650307176,74.70745626843033,79.01902112995145
train,1154,0,0,12.178809122555357,12.200438377857816,12.189436205765212
train,1154,0,1,11.725198833308454,12.340865140164809,12.7167442815836
train,1154,1,1,,2.5359795292846226,
train,1154,2,1,9.385550693087344,9.75054253474466,9.848632234097817
train,1156,0,1,52.25268612996514,54.15581905531207,54.19056338399296
train,1156,1,1,74.0275514631386,75.97842529632908,74.64118758993664
train,1156,3,1,60.95268585108498,41.84532026467105,51.79205349180717
train,1157,0,1,87.25318495637566,17.25650178780061,73.4900415593638
train,1157,1,1,3.564472985124402,3.5957765434038036,3.7480817961767885
train,1157,2,0,7.700635474399571,8.04700398526943,7.804508196024298
train,1157,2,1,70.5511625010384,68.88606037131791,70.33233454654574
train,1158,2,1,64.50253321800403,64.60227763737431,64.60175985852902
train,1159,0,1,34.55306400967687,35.30334151166018,33.43350124887999
train,1159,1,1,68.3242877076754,50.612700051693196,62.525968550239675
train,1160,1,1,19.076944479383233,19.216149306171197,18.71231659612502
train,1160,2,1,51.87526892904635,19.271042281008786,37.865705826119694
train,1161,0,1,3.446173694928092,4.055532484435387,2.9076243804530773
train,1161,1,0,12.696598146358346,12.551486314653765,12.687709289749503
train,1161,1,1,9.474688313236708,9.580115197480875,9.695769971728875
train,1161,2,0,8.151405360861421,8.23381829743745,8.36229035406333
train,1161,2,1,40.035461159647284,44.06049810285953,43.774549664297545
train,1163,0,1,22.467614759939,22.813286469782142,22.727979319622563
train,1163,1,1,40.958284416403714,41.06445844813267,40.81839155686352
train,1163,2,1,38.60499805542404,38.81790396018078,38.83681188259467
train,1163,3,1,27.33306400537015,27.474858026208054,27.500651463492126
train,1165,1,1,22.398693028263455,23.214360249165512,26.23017712932147
train,1165,2,1,25.344856026887065,26.344845919167,24.196242641985883
train,1165,3,1,24.949671101808903,25.308117886428192,25.24378050016524
train,1165,4,1,7.816529678944151,8.366565399426376,8.481605237993556
train,1167,1,1,31.87090716946117,17.95912642083619,70.46426049128762
train,1167,2,1,49.59650236221395,51.32988015407519,51.24799966081029
train,1168,0,1,16.373006961946633,16.43708296197788,16.414294100887965
train,1168,1,1,8.07124745426276,8.54778185713604,8.621688732277738
train,1169,0,1,8.350948693498585,8.470442532407349,8.417676853788203
train,1169,1,1,8.612238454860947,10.023987892662067,10.16356391287466
train,1170,0,1,,23.46600550042577,
train,1170,1,1,25.188953761024045,25.930710110719946,26.33832296677165
train,1170,2,1,12.454288922491397,12.355913269637657,12.376879672455745
train,1170,3,1,11.542375231878317,12.186871681543773,12.659800312020339
train,1171,0,0,51.471523876044586,51.01536150888158,51.57265294296395
train,1171,0,1,31.364071132676585,32.44867151697826,33.20506393103537
train,1172,0,1,35.57821641698916,36.80116493078281,37.103225557827045
train,1172,1,1,39.40943876511781,40.30484585530726,38.94292440655131
train,1175,0,0,9.04036383745502,9.27729955631172,9.515875909861563
train,1175,0,1,9.554398429698692,8.844543569064284,9.447792454323539
train,1176,0,1,37.5960660186451,38.24020862696032,37.93256719060448
train,1176,2,1,20.840830182028704,21.365912006980658,26.101991528392965
train,1178,0,1,4.063183674608061,4.063217710247146,4.063208790985097
train,1178,1,1,,5.746526444432506,
train,1178,2,1,6.256252409530861,6.204971438124779,6.575832362819592
train,1178,3,1,9.5940961917917,10.203841001619923,6.958575247293537
train,1179,0,1,32.64714446271281,32.515555377838375,32.815240262535994
train,1179,1,1,32.638122718612436,32.65084681841381,32.64308958329614
train,1181,1,1,1.2411366073613466,1.1382361382720438,1.0945493671998998
train,1181,2,1,10.57463830800315,10.590063381628129,10.588311162554803
train,1181,3,1,5.952057951475945,7.476786212388499,7.7919038067244095
train,1183,1,1,14.820024969667134,15.148480920907122,14.962031324157573
train,1183,2,1,27.969851586814265,29.165196611966195,29.269245799140286
train,1183,3,1,24.310886740047337,24.29509781520461,24.283913850757223
train,1183,4,1,17.26526375389243,17.45348971089418,17.35898557061653
train,1184,0,1,33.60559606746429,34.70906715525298,32.7113332467604
train,1184,1,1,31.488096736232983,32.10186361876443,31.712994143347224
train,1185,0,1,50.61516613057147,50.30492169496377,50.568637275940354
train,1185,1,0,11.224145949130076,11.428100806098538,11.596682422995992
train,1185,1,1,14.559013796256922,14.49241461270358,14.528103542055398
train,1185,3,1,14.302824524906892,14.475263404323076,12.954495912935391
train,1186,0,1,66.37267393129747,68.1650047807636,68.12464965196959
train,1186,1,1,45.28357948398942,45.42566314583609,45.41430738676443
train,1186,2,1,40.50601851439857,40.9594420861361,40.78659275538609
train,1186,4,1,32.05570141399897,34.02768668592518,34.44170562935143
train,1187,0,1,64.29765797510697,65.23014347746535,65.20342702206015
train,1187,1,1,21.2370805349617,22.634985081507836,22.80413973503431
train,1187,2,1,52.051680053524215,52.80932617817218,52.736220361539345
train,1187,3,1,21.62865481988946,22.500308168109523,22.614218896376368
train,1188,1,1,13.077545025258036,13.09000826370155,13.081776839733944
train,1188,3,1,11.282772000000085,11.270193799781628,11.276210507398268
train,1188,4,1,4.720108733901189,4.785008712840511,4.742477674719055
train,1189,0,1,33.770740418835466,35.856012456509355,36.53626397046574
train,1189,1,1,25.157240416335437,26.76623563381514,27.389593003448105
train,1191,0,1,37.31834456613306,39.33335573779965,39.74239074987248
