split,method,stem,tooth_idx,slot,gt_severity,pred_severity
train,paper_eq1,1019,1,1,2.736488462959571,6.666174579401171
train,mask_pca,1019,1,0,4.819842866328524,7.962657078133062
train,mask_pca,1019,1,1,3.050646944173879,7.2824554050840415
train,cej_int_midpoint,1019,1,0,4.805640050336674,7.959612743237454
train,cej_int_midpoint,1019,1,1,3.2074047064151348,7.5836091611270415
train,paper_eq1,1019,2,1,7.607876967222378,10.392504071964366
train,mask_pca,1019,2,1,7.687239685828981,10.550673594315509
train,cej_int_midpoint,1019,2,1,7.690714646031399,10.5644853286846
train,paper_eq1,1020,0,1,7.118621102773876,5.472755561013607
train,paper_eq1,1020,1,0,6.164760053117904,8.698963191957057
train,paper_eq1,1020,1,1,13.267256782173872,17.280635364711234
train,mask_pca,1020,1,0,6.329938299711299,8.76623403254252
train,mask_pca,1020,1,1,13.217469933240206,17.216372097002253
train,cej_int_midpoint,1020,1,0,6.802288895063589,8.847471358573246
train,cej_int_midpoint,1020,1,1,13.277461473774801,17.268884099653985
train,paper_eq1,1023,1,1,7.058832103177679,6.573564390656289
train,mask_pca,1023,1,1,8.065526121072274,6.940671765565012
train,paper_eq1,1023,2,0,7.426269421070924,3.945560831552141
train,paper_eq1,1023,2,1,0.31779192938491213,2.167191702888944
train,mask_pca,1023,2,0,7.5988669308786285,4.057264316173502
train,mask_pca,1023,2,1,0.16362344082983055,2.4204017488938114
train,cej_int_midpoint,1023,2,0,7.444389734974706,3.9508283206986303
train,cej_int_midpoint,1023,2,1,0.03157561845551115,2.7014942910500817
train,paper_eq1,1023,3,1,7.1121371953921635,7.643376241921493
train,mask_pca,1023,3,1,7.5419592753373,8.100147517662517
train,cej_int_midpoint,1023,3,1,7.591631243077912,8.252891204073475
train,paper_eq1,1024,1,1,69.0912082635783,68.81758740836982
train,mask_pca,1024,1,1,70.88788559421133,70.00312800257866
train,cej_int_midpoint,1024,1,1,71.07935701004142,70.10215449240759
train,paper_eq1,1024,2,1,92.50003326227994,87.30657816922924
train,mask_pca,1024,2,1,93.16915004947668,87.90839724661608
train,cej_int_midpoint,1024,2,1,93.21660354204097,88.53570633403169
train,paper_eq1,1024,3,1,60.757210481121135,61.29266849475927
train,mask_pca,1024,3,1,60.96297696549067,61.52416843080884
train,cej_int_midpoint,1024,3,1,60.956167172700084,61.50680520940527
train,paper_eq1,1024,4,1,91.94802795632843,74.90347396767463
train,mask_pca,1024,4,1,91.32811617334865,80.96425338412239
train,cej_int_midpoint,1024,4,1,92.31411459448611,66.04615038017292
train,paper_eq1,1025,0,1,8.325854286261169,12.385017970492147
train,mask_pca,1025,0,1,8.191302231333559,12.280081400510895
train,cej_int_midpoint,1025,0,1,8.591337575826032,12.375015456178055
train,paper_eq1,1025,1,1,10.346812339080406,10.265172658504385
train,mask_pca,1025,1,1,10.168488744540921,10.230332750603994
train,cej_int_midpoint,1025,1,1,10.295158243929126,10.238859485153256
train,paper_eq1,1025,2,1,78.00258822156225,12.769808938078558
train,mask_pca,1025,2,1,21.80576824350046,14.226179660707142
train,cej_int_midpoint,1025,2,1,68.13094459384816,13.73731586896287
train,paper_eq1,1025,3,0,8.071424569855862,8.309606571817714
train,paper_eq1,1025,3,1,2.588464097571872,7.546187838255708
train,mask_pca,1025,3,0,8.349050484524774,8.389358517791107
train,mask_pca,1025,3,1,2.48051117090199,7.684695372725938
train,cej_int_midpoint,1025,3,0,8.473921458772208,8.37551145609814
train,cej_int_midpoint,1025,3,1,2.5141267074115756,7.706680935083797
train,paper_eq1,1029,0,1,7.178230045348386,8.368853245038633
train,mask_pca,1029,0,1,8.032332811359653,8.912927555928018
train,cej_int_midpoint,1029,0,1,9.468784954425573,9.788300313723209
train,mask_pca,1029,1,1,3.9841035240532037,0.12044232709472512
train,paper_eq1,1030,0,1,7.463031009196039,9.436023179378642
train,mask_pca,1030,0,1,7.484444646157036,9.421720398717868
train,cej_int_midpoint,1030,0,1,7.0457321297570665,9.437810796668884
train,paper_eq1,1030,1,1,9.90090596136825,7.286176240947412
train,mask_pca,1030,1,1,9.891799303023879,7.17234743885651
train,cej_int_midpoint,1030,1,1,9.896090304091063,7.267786616139378
train,paper_eq1,1030,2,0,3.271424336058198,9.640660155885234
train,paper_eq1,1030,2,1,10.67991519352642,9.402975500914847
train,mask_pca,1030,2,0,3.4248352047690416,10.162680974181475
train,mask_pca,1030,2,1,10.471015723610295,9.252967479753881
train,cej_int_midpoint,1030,2,0,3.5737018634338416,10.46482111507574
train,cej_int_midpoint,1030,2,1,10.640007891261979,9.33817456013266
train,paper_eq1,1031,1,1,48.93426140808805,52.02003096623762
train,mask_pca,1031,1,1,49.01545954688825,52.013002036602565
train,cej_int_midpoint,1031,1,1,48.97751286213217,52.01639021692872
train,mask_pca,1031,2,1,69.26335826447765,66.40727259065596
train,cej_int_midpoint,1031,2,1,94.28297667533006,74.70977315981855
train,paper_eq1,1031,3,1,10.721555517644125,9.20098189620573
train,mask_pca,1031,3,1,14.447088890109974,14.558800415950197
train,cej_int_midpoint,1031,3,1,12.923529777280157,14.231907911603873
train,paper_eq1,1032,1,0,8.74163135090936,11.953178641745493
train,paper_eq1,1032,1,1,3.2558115638835603,0.9644284362318981
train,mask_pca,1032,1,0,8.839162300475996,13.621003287215338
train,mask_pca,1032,1,1,3.772453643641488,1.3973181268500594
train,cej_int_midpoint,1032,1,0,8.743957051367488,13.201898369261938
train,cej_int_midpoint,1032,1,1,4.714182355016585,1.563394870452008
train,paper_eq1,1032,2,0,6.004661594288919,9.130480423866484
train,mask_pca,1032,2,0,6.386068708302391,9.577776828779976
train,cej_int_midpoint,1032,2,0,6.060929191156058,9.16081257011943
train,paper_eq1,1033,1,0,17.928946032895166,19.4614229554699
train,paper_eq1,1033,1,1,7.808104520509247,12.052353296621089
train,mask_pca,1033,1,0,17.900878619964427,18.74334778776074
train,mask_pca,1033,1,1,8.044563274766595,12.364203256075303
train,cej_int_midpoint,1033,1,0,18.019673316549206,19.110653668672057
train,cej_int_midpoint,1033,1,1,8.107847029756266,12.59194789731484
train,paper_eq1,1033,2,1,14.51717249844907,17.769010126276154
train,mask_pca,1033,2,1,14.827823581045754,18.277469091279407
train,cej_int_midpoint,1033,2,1,14.88395471424492,18.378564413395623
train,paper_eq1,1033,3,1,20.453172846553556,22.1210271392471
train,mask_pca,1033,3,1,22.24271719845559,23.808604211779475
train,cej_int_midpoint,1033,3,1,21.805450437816152,23.78397598282745
train,paper_eq1,1035,0,1,87.90315276224526,92.34849276456801
train,mask_pca,1035,0,1,54.360685412931566,55.228480737730834
train,cej_int_midpoint,1035,0,1,85.1149335849808,89.92324647614895
train,paper_eq1,1035,1,1,8.953397749299018,7.068754795357922
train,mask_pca,1035,1,1,9.135116261091298,7.13716899736699
train,cej_int_midpoint,1035,1,1,9.090825841619361,7.11349058900639
train,paper_eq1,1037,0,0,14.895347981882058,13.311505263632043
train,paper_eq1,1037,0,1,6.922495153061066,5.374253587606924
train,mask_pca,1037,0,0,16.484060568016652,14.410537072216131
train,mask_pca,1037,0,1,7.071767065484469,5.899918311908368
train,cej_int_midpoint,1037,0,0,16.55399029529068,14.07000965865112
train,cej_int_midpoint,1037,0,1,7.063062163190498,6.111750442012733
train,paper_eq1,1037,1,0,6.7714921455812425,5.623679977002177
train,paper_eq1,1037,1,1,7.02668099048072,7.153492685316613
train,mask_pca,1037,1,0,6.6129455250685805,5.579034886290279
train,mask_pca,1037,1,1,7.296322914434131,7.59545570056185
train,cej_int_midpoint,1037,1,0,7.2954184276196905,5.735907558486093
train,cej_int_midpoint,1037,1,1,7.728668447616148,8.002997717118467
train,paper_eq1,1038,0,0,19.045434384723787,19.928643206510774
train,paper_eq1,1038,0,1,21.343487750576855,21.062348550174868
train,mask_pca,1038,0,0,19.354124066414734,20.427595279574103
train,mask_pca,1038,0,1,21.527478004625276,21.387005034550878
train,cej_int_midpoint,1038,0,0,19.30105938428819,20.391552587690605
train,cej_int_midpoint,1038,0,1,21.583087177572114,21.41918680956282
train,paper_eq1,1038,2,1,92.92649170363417,99.69855555670092
train,mask_pca,1038,2,1,16.281149139612427,14.646331083467981
train,cej_int_midpoint,1038,2,1,65.38623311123962,63.845752607010375
train,paper_eq1,1038,3,1,29.91339604385171,21.70444784147542
train,mask_pca,1038,3,1,29.959466576666,21.784265365002412
train,cej_int_midpoint,1038,3,1,29.919903794011717,21.741094330128742
train,paper_eq1,1040,0,0,8.505376247432919,7.987174789465365
train,paper_eq1,1040,0,1,7.189643180538938,8.774070601746285
train,mask_pca,1040,0,0,8.720487555652696,8.49587507769821
train,mask_pca,1040,0,1,7.563609070116027,8.903558202408295
train,cej_int_midpoint,1040,0,0,8.638221263121613,8.872190424047693
train,cej_int_midpoint,1040,0,1,7.705778357573773,8.807545544500908
train,paper_eq1,1040,1,1,9.569632267116202,9.596127372846532
train,mask_pca,1040,1,1,9.573919455959734,9.577755328033886
train,cej_int_midpoint,1040,1,1,9.596299525526993,9.65290163708358
train,paper_eq1,1041,0,1,3.6796171812580685,7.241491692996608
train,mask_pca,1041,0,1,5.9168972077074065,7.807450486793417
train,cej_int_midpoint,1041,0,1,7.679366612639396,7.966495280046767
train,paper_eq1,1041,1,1,2.833478596381579,1.8370407667334314
train,mask_pca,1041,1,1,2.9126687325117784,1.808065906196289
train,cej_int_midpoint,1041,1,1,2.932663078343371,1.792686521094942
train,paper_eq1,1041,2,0,7.102961395093489,6.54831395633604
train,paper_eq1,1041,2,1,9.553628747862922,10.685922563556147
train,mask_pca,1041,2,0,6.816978896230398,6.406454311335917
train,mask_pca,1041,2,1,9.795145289234831,10.999769483651285
train,cej_int_midpoint,1041,2,0,7.0771558084530675,6.49787866050658
train,cej_int_midpoint,1041,2,1,10.048873871116346,11.24784660222089
train,paper_eq1,1041,3,1,2.401453160267333,3.2531585250424726
train,mask_pca,1041,3,1,2.410969904323749,3.2633976758612175
train,cej_int_midpoint,1041,3,1,2.4999564854225307,3.2980941807011965
train,paper_eq1,1043,0,1,72.24972056203876,74.22782139496216
train,mask_pca,1043,0,1,18.819876807191363,17.17351195649598
train,cej_int_midpoint,1043,0,1,53.30059361347992,50.98015732043145
train,paper_eq1,1043,1,0,21.079529125300066,22.142599988587406
train,paper_eq1,1043,1,1,13.078839225766997,12.864091180573553
train,mask_pca,1043,1,0,21.29523402477285,22.520134739865682
train,mask_pca,1043,1,1,13.763915856866129,12.89804866111766
train,cej_int_midpoint,1043,1,0,21.40144444125069,22.71218788094023
train,cej_int_midpoint,1043,1,1,13.644232897836735,12.889807340713123
train,paper_eq1,1043,2,1,18.659505312149506,100.0
train,mask_pca,1043,2,1,18.930977895448404,22.751097696513497
train,cej_int_midpoint,1043,2,1,18.86931862875612,82.36861322260309
train,paper_eq1,1043,4,1,15.216783910189651,14.218737829579291
train,mask_pca,1043,4,1,15.204851539079979,14.178512908006665
train,cej_int_midpoint,1043,4,1,15.217583075594721,14.157346025612604
train,paper_eq1,1045,2,0,8.379478368207653,9.149328247841176
train,mask_pca,1045,2,0,8.5394093273642,9.294556269384882
train,mask_pca,1045,2,1,4.2167579415698695,3.5134147155436515
train,paper_eq1,1046,1,0,7.9316719803256195,9.799277745652983
train,paper_eq1,1046,1,1,8.398803416037682,9.506062587541251
train,mask_pca,1046,1,0,7.834463703910126,9.634268682533468
train,mask_pca,1046,1,1,8.67634797619314,9.552534713984464
train,cej_int_midpoint,1046,1,0,7.859529373720271,9.677303906332963
train,cej_int_midpoint,1046,1,1,8.747473711245272,9.566544378037028
train,paper_eq1,1046,2,1,11.60442158760489,7.299685858275337
train,mask_pca,1046,2,1,12.149938454583829,7.794054054564365
train,cej_int_midpoint,1046,2,1,8.608451294132841,7.852834668623624
train,paper_eq1,1047,0,1,15.888607155319765,15.669415049105337
train,mask_pca,1047,0,1,15.809812306868992,15.675475095670558
train,cej_int_midpoint,1047,0,1,16.3912830732287,15.67174540939458
train,paper_eq1,1047,1,1,43.344657497877805,39.22049616375
train,mask_pca,1047,1,1,32.91194170504839,29.85748259260546
train,cej_int_midpoint,1047,1,1,57.798325019430685,55.39411845955712
train,paper_eq1,1049,0,1,28.30161873146453,25.857597864642162
train,mask_pca,1049,0,1,28.5955884604056,26.536943636046217
train,cej_int_midpoint,1049,0,1,28.540002367703515,23.788367979463757
train,paper_eq1,1049,2,1,19.81926493916569,18.495676822730864
train,mask_pca,1049,2,1,19.586893916932908,18.318642810567027
train,cej_int_midpoint,1049,2,1,19.727325022016974,18.402584033460176
train,paper_eq1,1049,3,1,15.553776162730626,17.294736318597412
train,mask_pca,1049,3,1,16.43970415671534,17.81428996844778
train,cej_int_midpoint,1049,3,1,16.46706473496813,17.71689841483683
train,paper_eq1,1049,4,1,11.230392090617377,10.911755922248165
train,mask_pca,1049,4,1,11.259415863452833,11.017743510959866
train,cej_int_midpoint,1049,4,1,11.236062839896992,10.990056524158467
train,paper_eq1,105,1,1,12.795225915458882,71.07891627968141
train,mask_pca,105,1,1,13.067689836672228,8.92885734812044
train,cej_int_midpoint,105,1,1,13.187356320638365,45.645292477877796
train,paper_eq1,105,3,1,10.268670226851333,9.787462067021863
train,mask_pca,105,3,1,10.803823991357591,10.237833542830934
train,cej_int_midpoint,105,3,1,10.62555186413771,10.075654565957501
train,paper_eq1,1050,0,1,24.300743438377356,26.399709523847005
train,mask_pca,1050,0,1,24.76170796428504,27.146987721092508
train,cej_int_midpoint,1050,0,1,24.663192998076397,26.996123620259503
train,paper_eq1,1050,1,1,19.54211201053986,90.51107893261052
train,mask_pca,1050,1,1,19.772014657660034,88.32211308303468
train,cej_int_midpoint,1050,1,1,19.63566279629979,90.23614778019885
train,paper_eq1,1050,2,1,5.363060975891564,5.327172173495982
train,mask_pca,1050,2,1,5.262183398667866,5.468146411264017
train,cej_int_midpoint,1050,2,1,13.563114639284224,5.546502175488635
train,paper_eq1,1053,0,1,20.405724266769422,25.58139727150098
train,mask_pca,1053,0,1,11.008259338146889,14.85624703562365
train,paper_eq1,1053,1,1,13.795162292805188,17.79888477717021
train,mask_pca,1053,1,1,13.971309543361729,18.210531359169785
train,cej_int_midpoint,1053,1,1,13.879907521127405,18.321179387523973
train,paper_eq1,1056,0,1,10.931777014920511,10.93023333323723
train,mask_pca,1056,0,1,12.608912425322943,13.408335519113667
train,cej_int_midpoint,1056,0,1,11.604198881241853,12.316237428203253
train,paper_eq1,1056,1,1,13.760557427750959,14.538413245928291
train,mask_pca,1056,1,1,14.61097161697585,15.327024643210322
train,cej_int_midpoint,1056,1,1,14.91165550519561,15.57362193414047
train,paper_eq1,1056,2,1,14.89668454332113,12.377864865455535
train,mask_pca,1056,2,1,15.51423410006206,13.046222024203693
train,cej_int_midpoint,1056,2,1,15.532744307199467,13.524017265319976
train,paper_eq1,1057,1,1,27.147098666391877,27.018054920440036
train,mask_pca,1057,1,1,29.319825791479893,29.652494720120032
train,cej_int_midpoint,1057,1,1,38.17974022188962,30.345312542543983
train,paper_eq1,1057,2,1,18.01681283500698,14.387846972422466
train,mask_pca,1057,2,1,18.323875008664093,14.718592205542924
train,cej_int_midpoint,1057,2,1,18.314600253213943,14.920627004842652
train,paper_eq1,1058,0,0,11.473240503442792,9.881503936273416
train,paper_eq1,1058,0,1,8.024316651481346,12.64858338245777
train,mask_pca,1058,0,0,11.459228553380488,9.827904135856008
train,mask_pca,1058,0,1,8.148041803854241,12.833036325409184
train,cej_int_midpoint,1058,0,0,11.466678275933415,9.836076827831498
train,cej_int_midpoint,1058,0,1,8.181090799563465,12.854077897530766
train,mask_pca,1058,1,1,19.627541655603125,18.314290870105925
train,paper_eq1,1058,2,0,15.057031632927236,15.90103562299758
train,paper_eq1,1058,2,1,10.923760026001213,8.306115608423942
train,mask_pca,1058,2,0,15.05361486749742,16.33621373628381
train,mask_pca,1058,2,1,11.791169366820634,8.811232140884865
train,cej_int_midpoint,1058,2,0,15.055669513152855,16.10880795205982
train,cej_int_midpoint,1058,2,1,12.322147992925492,9.199277021459269
train,paper_eq1,1060,0,1,8.532881469758816,9.733851438801292
train,mask_pca,1060,0,1,8.377236698879855,9.584725210959629
train,cej_int_midpoint,1060,0,1,11.720504575750406,9.785297247853181
train,paper_eq1,1060,1,0,11.287131908136228,10.629209253513084
train,paper_eq1,1060,1,1,4.926929165836004,4.230452279631678
train,mask_pca,1060,1,0,12.28674748081236,11.382738998389486
train,mask_pca,1060,1,1,4.914048367718329,4.207514642320258
train,cej_int_midpoint,1060,1,0,12.485301860621036,11.409905060408528
train,cej_int_midpoint,1060,1,1,4.916610734328638,4.208323210381593
train,paper_eq1,1061,0,0,22.133762220605746,19.731451852106527
train,paper_eq1,1061,0,1,21.7655991593013,9.706851998300934
train,mask_pca,1061,0,0,22.211721139534163,19.6334098702068
train,mask_pca,1061,0,1,20.962047911634414,9.657239593988766
train,cej_int_midpoint,1061,0,0,22.251863975653475,19.66729721804497
train,cej_int_midpoint,1061,0,1,21.23884970136764,9.6426193434017
train,paper_eq1,1061,1,1,7.275780772133582,7.438412677581295
train,mask_pca,1061,1,1,7.5098518105205985,7.651069444707524
train,cej_int_midpoint,1061,1,1,7.498339728382036,7.59120171293611
train,paper_eq1,1063,0,1,16.777722627515146,16.20003915598974
train,mask_pca,1063,0,1,16.84603271528841,16.51888113072818
train,cej_int_midpoint,1063,0,1,16.869043784727317,16.54858092050601
train,mask_pca,1063,1,1,25.873158381680078,23.398281389221626
train,cej_int_midpoint,1063,1,1,56.61900473611815,90.72535959808377
